"Date","N°/Type","Description","Mémo","Montant EUR","Compte","Catégorie","Pointé","Labels"
"30/07/2013","NET P1","TVA SUR AMENNET P1 07/13","","-0.72","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"30/07/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","1727.66","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"30/07/2013","","ENC 0001 CHQ 29.07","remboursement ktari","10000.00","> Actifs> Maison","> Actifs> Comptes chèques> Amen","NON",""
"29/07/2013","","DAB CACS AB 041 28.07.13","","-100.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"29/07/2013","3302563","RECH TN USSD 26.07.13 23302563","amis","-10.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"29/07/2013","0000002","CION ENC/ 0000002 CHQ 2102","","-1.40","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/07/2013","0000002","TVA SUR CION ENCAISSEMENT","","-0.25","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"24/07/2013","","CARREFOUR TUNIS       TUNIS","","-55.91","> Dépenses> Quotidien> Alimentation","> Actifs> Comptes chèques> Amen","NON",""
"23/07/2013","","SHELL MENZAH 9        TUNIS","","-50.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"23/07/2013","","DAB CACS AB 082 22.07.13","","-50.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"23/07/2013","7.13 OP","TPE DU  16.07.13 OPE 000000","","-27.67","> Dépenses> Quotidien> Produits","> Actifs> Comptes chèques> Amen","NON",""
"22/07/2013","","OCTAVE                EL MENZAH 5","gateau chez hela","-36.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Comptes chèques> Amen","NON",""
"22/07/2013","","GEANT TUNIS CITY      ARIANA","","-15.84","> Dépenses> Quotidien> Alimentation","> Actifs> Comptes chèques> Amen","NON",""
"22/07/2013","","MSM MAAROUF SERVICE   BENAROUSSE","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"19/07/2013","2223396","CHQ 2223396 FAV STE DE QUINCAILLERIE (disjoncteur diff)","disjoncteur diff","-80.00","> Dépenses> Logement> chez moi","> Actifs> Comptes chèques> Amen","NON",""
"18/07/2013","2223395","CHQ 2223395 FAV STE ESSALAMA","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"17/07/2013","2223393","CHQ 2223393 FAV JAMII  ZINA (clim)","climatiseur","-820.00","> Dépenses> Logement> chez moi","> Actifs> Comptes chèques> Amen","NON",""
"17/07/2013","2223394","CHQ 2223394 FAV CLINIQUE EL AMEN","arthro scanner","-35.83","> Dépenses> Santé","> Actifs> Comptes chèques> Amen","NON",""
"17/07/2013","","MSM MAAROUF SERVICE   BENAROUSSE","","-10.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"11/07/2013","2223392","CHQ 2223392 FAV SEGPV","","-49.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"09/07/2013","0000002","CION ENC/ 0000002 CHQ 1831","","-1.40","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"09/07/2013","0000002","TVA SUR CION ENCAISSEMENT","","-0.25","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"08/07/2013","","RESTAURANT LE GOLF","","-77.00","> Dépenses> Loisirs> Restaurant","> Actifs> Comptes chèques> Amen","NON",""
"08/07/2013","","SHELL ETTADHAMEN  STE CITE ETTADA","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"08/07/2013","","SONEDE","","-10.50","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"08/07/2013","N T.C","CION CRéATION T.C  40700182130190704054","frais banquaires","-10.00","> Actifs> Maison","> Actifs> Comptes chèques> Amen","NON",""
"08/07/2013","RéATION","TVA / CION CRéATION T.C  4070018213019070","","-1.80","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"08/07/2013","EDIT  R","DEBLOCAGE CREDIT  REF 4070018213019070405","","85000.00","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"05/07/2013","PRIX D'","RELIQUAT DE PRIX D'ACQUIS D'UN APPART","","-85000.00","> Actifs> Maison","> Actifs> Comptes chèques> Amen","NON",""
"04/07/2013","6.13 OP","TPE DU  27.06.13 OPE 419531","","-50.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"04/07/2013","","STEG","","-37.30","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"04/07/2013","GE LIG.","REGUL.RECHARGE LIG.TUNISIANA DU 01072013","","5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"02/07/2013","3302563","RECH TN USSD 01.07.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"02/07/2013","3302563","RECH TN USSD 01.07.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"01/07/2013","E RECHE","COMMISSION DE RECHERCHE ET DE MONTAGE FIN","frais dossier credit","-425.00","> Actifs> Maison","> Actifs> Comptes chèques> Amen","NON",""
"01/07/2013","","FRANCH CITY SPORT A208","","-188.00","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Comptes chèques> Amen","NON",""
"01/07/2013","","SHOP GALLERY CENTRAL","","-79.99","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Comptes chèques> Amen","NON",""
"01/07/2013","SION DE","TVA / COMMISSION DE RECHERCHE ET DE MONTA","frais dossier credit","-76.50","> Actifs> Maison","> Actifs> Comptes chèques> Amen","NON",""
"01/07/2013","","DAB CACS AB 033 30.06.13","","-60.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"01/07/2013","","STE TUNTEX 2","","-34.90","> Dépenses> Logement> chez moi","> Actifs> Comptes chèques> Amen","NON",""
"01/07/2013","COMPTE","FRAIS TENUE COMPTE AU 30/06/2013","","-11.80","> Dépenses> Banque> AGIOS","> Actifs> Comptes chèques> Amen","NON",""
"01/07/2013","3302563","RECH TN USSD 29.06.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"28/06/2013","2223391","CHQ 2223391 FAV DR BOUELOUDHNINE MAR","","-50.00","> Dépenses> Santé","> Actifs> Comptes chèques> Amen","NON",""
"27/06/2013","3302563","RECH TN USSD 26.06.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"26/06/2013","T P1 06","CION  AMENNET P1 06/13","","-3.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/06/2013","","CION / VIRT RECU","","-1.18","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/06/2013","NET P1","TVA SUR AMENNET P1 06/13","","-0.54","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/06/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","1726.92","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"21/06/2013","3302563","RECH TN USSD 21.06.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"17/06/2013","","ENC 0002 CHQ 09.07","papa: remboursement (resto & v","500.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"17/06/2013","","ATM EL MANAR CAMPUS","","-200.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"17/06/2013","","CAFE VERT LA GOULETTE TUNIS","papa: restaurant","-60.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"17/06/2013","","STATION OILYBIA.MANAR EL MANAR III","","-52.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"14/06/2013","","TUNIS AEROPORT","papa: location voiture","-330.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"14/06/2013","","MSM MAAROUF SERVICE   BENAROUSSE","","-10.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"14/06/2013","","CION/RET DAB","","-1.69","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"14/06/2013","","TVA/CION RET DAB","","-0.30","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"12/06/2013","","SOCIETE AMBRE         EL MENZAH IX","basket, short","-145.00","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Comptes chèques> Amen","NON",""
"12/06/2013","","ATM CENTRE URBAIN NORD ARIANA","","-100.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"11/06/2013","2223387","CHQ 2223387 FAV DISTRICT STEG ARIANA","","-131.80","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"10/06/2013","2223388","CHQ 2223388 FAV BARGAOUI         ABD","","-210.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"10/06/2013","3302563","RECH TN USSD 09.06.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"06/06/2013","2223386","CHQ 2223386 FAV MR MOALLA THAMEUR","Assurance AMI","-454.20","> Dépenses> Auto> Assurance/vignette","> Actifs> Comptes chèques> Amen","NON",""
"06/06/2013","2223385","CHQ 2223385 FAV ZOUARI AFEF (matelas)","Lit et matelats","-400.00","> Dépenses> Logement> chez moi","> Actifs> Comptes chèques> Amen","NON",""
"06/06/2013","","STATION OILYBIA.MANAR EL MANAR III","","-56.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"05/06/2013","","ATM RAOUED","","-400.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"05/06/2013","","CARREFOUR             PHENICIA  MAN","","-7.24","> Dépenses> Quotidien> Alimentation","> Actifs> Comptes chèques> Amen","NON",""
"03/06/2013","","ATM EL MANAR","","-200.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"03/06/2013","","MONOPRIX EL MANAR","","-39.16","> Dépenses> Quotidien> Alimentation","> Actifs> Comptes chèques> Amen","NON",""
"03/06/2013","","MSM MAAROUF SERVICE   BENAROUSSE","","-10.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"30/05/2013","3302563","RECH TN USSD 30.05.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"29/05/2013","3302563","RECH TN USSD 29.05.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"29/05/2013","T P1 05","CION  AMENNET P1 05/13","","-3.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/05/2013","","CION / VIRT RECU","","-1.18","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/05/2013","NET P1","TVA SUR AMENNET P1 05/13","","-0.54","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/05/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","1819.00","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"27/05/2013","2223384","CHQ 2223384 FAV TRESORIER GENERAL","Enregistrement contrat de vent","-9047.00","> Actifs> Maison","> Actifs> Comptes chèques> Amen","NON",""
"27/05/2013","","DAB CACS AB 082 25.05.13","","-70.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"27/05/2013","","CION SOLDE DAB 25.05.13","","-0.17","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/05/2013","","CION REL DAB 25.05.13","","-0.17","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/05/2013","","TVA/CION SOLDE DAB 25.05.13","","-0.03","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/05/2013","","TVA/CION REL DAB 25.05.13","","-0.03","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"23/05/2013","2223383","CHQ 2223383 FAV MAITRE SIHEM KEFI","frais avocat","-500.00","> Actifs> Maison","> Actifs> Comptes chèques> Amen","NON",""
"23/05/2013","5.13 OP","TPE DU  18.05.13 OPE 078787","sheraton","-19.50","> Dépenses> Loisirs> Bar","> Actifs> Comptes chèques> Amen","NON",""
"22/05/2013","3302563","RECH TN USSD 21.05.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"22/05/2013","","VERSEMENT","attijari","3230.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"20/05/2013","3302563","RECH TN USSD 18.05.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"20/05/2013","","CION SOLDE DAB 18.05.13","","-0.17","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"20/05/2013","","TVA/CION SOLDE DAB 18.05.13","","-0.03","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"17/05/2013","U 12.05","FACTURETTE DU 12.05.2013","res belle vue","-65.00","> Dépenses> Loisirs> Restaurant","> Actifs> Comptes chèques> Amen","NON",""
"17/05/2013","5.13 OP","TPE DU  11.05.13 OPE 528754","chaussettes","-21.00","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Comptes chèques> Amen","NON",""
"16/05/2013","PE DU 1","OPE 248433 TPE DU 11.05.13","","-59.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"16/05/2013","3302563","RECH TN USSD 15.05.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"15/05/2013",".13 OPE","DAB AB 13.05.13 OPE 852656","","-50.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"14/05/2013",".13 OPE","DAB AB 10.05.13 OPE 434446","","-50.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"13/05/2013","3302563","RECH TN USSD 12.05.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"10/05/2013","2223379","CHQ 2223379 FAV BOUGDAR","nouvelle dreambox + abonnement","-450.00","> Dépenses> Logement> Autres","> Actifs> Comptes chèques> Amen","NON",""
"10/05/2013","2223381","CHQ 2223381 FAV BOUGDAR","wifi pour dreambox sd","-60.00","> Dépenses> Logement> Cotisations","> Actifs> Comptes chèques> Amen","NON",""
"09/05/2013","2223382","CHQ 2223382 FAV SEGPV","","-52.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"08/05/2013","","ENC 0002 CHQ 07.05","","190.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"08/05/2013","","ENC 0002 CHQ 07.05","attijari","4500.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"08/05/2013",".13 OPE","DAB AB 06.05.13 OPE 199268","","-200.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"08/05/2013","","ENC 0002 CHQ 07.05","remboursement abonnement (andr","190.00","> Dépenses> Logement> Autres","> Actifs> Comptes chèques> Amen","NON",""
"07/05/2013","0000002","CION ENC/ 0000002 CHQ 0615","","-1.40","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"07/05/2013","0000002","TVA SUR CION ENCAISSEMENT","","-0.25","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"06/05/2013","","ENC 0002 CHQ 29.07","azouz (moon: economie)","1000.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"06/05/2013","","ENC 0002 CHQ 09.07","azouz (moon: economie)","1000.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"06/05/2013","2223380","CHQ 2223380 FAV ABDELAZIZ OU JOELLE","azouz","-3000.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"06/05/2013","2223378","CHQ 2223378 FAV GRATI FETHI REST GHA","","-70.00","> Dépenses> Loisirs> Bar","> Actifs> Comptes chèques> Amen","NON",""
"02/05/2013","3302563","RECH TN USSD 01.05.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"29/04/2013","2223377","CHQ 2223377 FAV STE BLUE MOTORS  SAR","60000 - vidange & filtres","-192.00","> Dépenses> Auto> Entretien","> Actifs> Comptes chèques> Amen","NON",""
"29/04/2013","3302563","RECH TN USSD 29.04.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"29/04/2013","T P1 04","CION  AMENNET P1 04/13","","-3.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/04/2013","","CION / VIRT RECU","","-1.18","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/04/2013","NET P1","TVA SUR AMENNET P1 04/13","","-0.54","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/04/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","5672.90","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"24/04/2013","TE TTC","CION SUR CARTE TTC","","-80.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"18/04/2013","TE TTC","CION SUR CARTE TTC","","-15.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"18/04/2013","3302563","RECH TN USSD 18.04.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"11/04/2013","3302563","RECH TN USSD 11.04.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"08/04/2013","31/03/1","INTERET AU  31/03/13","","-10.41","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"01/04/2013","COMPTE","FRAIS TENUE COMPTE AU 31/03/2013","","-11.80","> Dépenses> Banque> AGIOS","> Actifs> Comptes chèques> Amen","NON",""
"01/04/2013","3302563","RECH TN USSD 30.03.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"01/04/2013","3302563","RECH TN USSD 31.03.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"28/03/2013","3302563","RECH TN USSD 28.03.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"28/03/2013","","CION / VIRT RECU","","-1.18","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"28/03/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","1506.04","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"11/03/2013","3422105","CHQ 3422105 FAV SASSI HELA (remboursée le 21-08-2013)","halloula: emprunt pour enregis","-8000.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
